symbol,fold,hyperparam_kind,n_estimators,max_depth,min_samples_leaf,rmse,mae,r2,train_seconds,predict_seconds,n_train,n_test
AAPL,8,n_estimators,1000,12,10,0.00952858981879535,0.0075906634223995625,-0.37385395154178913,0.3983,0.0472,1704,126
AAPL,8,max_depth,500,6,10,0.009393330679619326,0.007426952010858503,-0.33512683739428484,0.178,0.0261,1704,126
AAPL,8,max_depth,500,9,10,0.00941949263712587,0.007517641147501489,-0.3425742860148209,0.1886,0.0264,1704,126
AAPL,8,max_depth,500,12,10,0.009486512183546536,0.007527615752384101,-0.36174704229212495,0.1958,0.026,1704,126
AAPL,8,max_depth,500,15,10,0.009347768577087785,0.007438174115483058,-0.3222062540789481,0.2037,0.027,1704,126
AAPL,8,max_depth,500,None,10,0.009429881138420575,0.007493109321179375,-0.3455372960862668,0.2127,0.0266,1704,126
AAPL,8,min_samples_leaf,500,12,5,0.01040066365324212,0.008425268021768057,-0.6368368998953,0.221,0.0263,1704,126
AAPL,8,min_samples_leaf,500,12,10,0.009486512183546536,0.007527615752384101,-0.36174704229212473,0.1921,0.0269,1704,126
AAPL,8,min_samples_leaf,500,12,20,0.008438327493660261,0.00655054524102471,-0.0774473465211909,0.177,0.0265,1704,126
AAPL,8,min_samples_leaf,500,12,50,0.007897011996712259,0.005939407246877151,0.056354444900100664,0.1768,0.0259,1704,126
AAPL,9,n_estimators,100,12,10,0.008900057655648807,0.007196759029981004,-0.0612994296510283,0.0449,0.0132,1767,126
AAPL,9,n_estimators,250,12,10,0.00894037846264549,0.007302219791807927,-0.07093743078550618,0.1333,0.0138,1767,126
AAPL,9,n_estimators,500,12,10,0.009002569560416005,0.0074246594358643335,-0.0858885709394539,0.1986,0.0259,1767,126
AAPL,9,n_estimators,1000,12,10,0.008967308665737712,0.00740303891176599,-0.07739890205186706,0.3876,0.0518,1767,126
AAPL,9,max_depth,500,6,10,0.00888498876359569,0.007307931411248823,-0.057708651156113344,0.1731,0.0248,1767,126
AAPL,9,max_depth,500,9,10,0.00899868635762402,0.0074637224098766854,-0.08495199031702017,0.1866,0.026,1767,126
AAPL,9,max_depth,500,12,10,0.009002569560416005,0.0074246594358643335,-0.0858885709394539,0.2057,0.025,1767,126
AAPL,9,max_depth,500,15,10,0.00902243052700495,0.00743062693088706,-0.09068510957510822,0.2075,0.0268,1767,126
AAPL,9,max_depth,500,None,10,0.009012758317841112,0.007419248380281986,-0.08834789457718273,0.2161,0.0259,1767,126
AAPL,9,min_samples_leaf,500,12,5,0.009171102111754668,0.00781456330544573,-0.1269258694973996,0.2308,0.0253,1767,126
AAPL,9,min_samples_leaf,500,12,10,0.009002569560416005,0.0074246594358643335,-0.0858885709394539,0.2099,0.023,1767,126
AAPL,9,min_samples_leaf,500,12,20,0.008745062585230775,0.006964538942247297,-0.024656111051800433,0.1781,0.0265,1767,126
AAPL,9,min_samples_leaf,500,12,50,0.008610785132800043,0.00671663490373333,0.006568800342554804,0.1717,0.0274,1767,126
AAPL,10,n_estimators,100,12,10,0.007399893524350207,0.006359130817998442,-0.3087107709842736,0.051,0.0138,1830,126
AAPL,10,n_estimators,250,12,10,0.007202877819868965,0.006154619588818431,-0.23995187956868524,0.1123,0.0137,1830,126
AAPL,10,n_estimators,500,12,10,0.007315825586433009,0.0062730207477800495,-0.2791439508340472,0.2013,0.0268,1830,126
AAPL,10,n_estimators,1000,12,10,0.007199547740500359,0.006168567047169873,-0.23880562003992267,0.4147,0.0505,1830,126
AAPL,10,max_depth,500,6,10,0.006705064860519761,0.00566887603900916,-0.07448090470603175,0.1789,0.0269,1830,126
AAPL,10,max_depth,500,9,10,0.0071382494004474245,0.00614211422623431,-0.21780056225108502,0.185,0.027,1830,126
AAPL,10,max_depth,500,12,10,0.007315825586433009,0.0062730207477800495,-0.2791439508340474,0.2106,0.0265,1830,126
AAPL,10,max_depth,500,15,10,0.007227180946319707,0.006166996127060547,-0.24833340334797138,0.2089,0.026,1830,126
AAPL,10,max_depth,500,None,10,0.007258967556412346,0.006233892836415406,-0.2593383991922553,0.2207,0.0241,1830,126
AAPL,10,min_samples_leaf,500,12,5,0.007599116057992653,0.006543641659470326,-0.38012648403371774,0.2391,0.0252,1830,126
AAPL,10,min_samples_leaf,500,12,10,0.007315825586433009,0.0062730207477800495,-0.2791439508340474,0.22,0.0263,1830,126
AAPL,10,min_samples_leaf,500,12,20,0.006861885211786471,0.005810689671473875,-0.125329315514896,0.1999,0.0246,1830,126
AAPL,10,min_samples_leaf,500,12,50,0.00642867916340218,0.005304171071906894,0.012274561411659946,0.1758,0.0259,1830,126
AAPL,11,n_estimators,100,12,10,0.006972229726443326,0.006340858991200323,-1.8949704967141834,0.0444,0.0138,1893,126
AAPL,11,n_estimators,250,12,10,0.006742807365745384,0.006148621240493206,-1.707586069076112,0.1142,0.0122,1893,126
AAPL,11,n_estimators,500,12,10,0.006675050697043182,0.006082360589686018,-1.6534438558622133,0.2209,0.0236,1893,126
AAPL,11,n_estimators,1000,12,10,0.006558676243557244,0.005976324060376915,-1.561728809566484,0.4204,0.0503,1893,126
