symbol,fold,hyperparam_kind,n_estimators,max_depth,min_samples_leaf,rmse,mae,r2,train_seconds,predict_seconds,n_train,n_test
AAPL,17,n_estimators,100,12,10,0.005043640516131447,0.004117389420439036,-0.0839765693948824,0.0617,0.0123,2271,126
AAPL,17,n_estimators,250,12,10,0.005014838279365978,0.00408484552618908,-0.07163159577890554,0.1284,0.0135,2271,126
AAPL,17,n_estimators,500,12,10,0.0050315177805598035,0.004103630147329197,-0.07877200776344329,0.2479,0.0267,2271,126
AAPL,17,n_estimators,1000,12,10,0.005026421509993058,0.004101912095618166,-0.07658780409457222,0.4989,0.0508,2271,126
AAPL,17,max_depth,500,6,10,0.004972813626421525,0.00410972181436105,-0.053746174318983764,0.1894,0.0268,2271,126
AAPL,17,max_depth,500,9,10,0.004989524324226588,0.004081018341316715,-0.060840114155558345,0.2149,0.0268,2271,126
AAPL,17,max_depth,500,12,10,0.0050315177805598035,0.004103630147329197,-0.07877200776344306,0.2453,0.0262,2271,126
AAPL,17,max_depth,500,15,10,0.0050267132151721175,0.004104388051766417,-0.07671276589902054,0.2564,0.0251,2271,126
AAPL,17,max_depth,500,None,10,0.00504561058220261,0.004112121811698885,-0.0848235459083504,0.2562,0.0263,2271,126
AAPL,17,min_samples_leaf,500,12,5,0.005053985070035945,0.004131476412519486,-0.08842762147201788,0.2868,0.0267,2271,126
AAPL,17,min_samples_leaf,500,12,10,0.0050315177805598035,0.004103630147329197,-0.07877200776344306,0.2419,0.0263,2271,126
AAPL,17,min_samples_leaf,500,12,20,0.005027813821888678,0.004117726964352599,-0.07718431340296883,0.2163,0.0358,2271,126
AAPL,17,min_samples_leaf,500,12,50,0.0049532502103044156,0.00407974315247606,-0.04547145251543827,0.1885,0.0264,2271,126
AAPL,18,n_estimators,100,12,10,0.012285212171043156,0.007541915016387029,0.25347718231207117,0.0589,0.0125,2334,126
AAPL,18,n_estimators,250,12,10,0.012608218613261361,0.0077283225563949684,0.21370552370465168,0.1247,0.0137,2334,126
AAPL,18,n_estimators,500,12,10,0.012585519176866039,0.007685493263818179,0.216534214278007,0.2531,0.0275,2334,126
AAPL,18,n_estimators,1000,12,10,0.012608275725912855,0.00772450582242694,0.2136984001822122,0.4937,0.0488,2334,126
AAPL,18,max_depth,500,6,10,0.012601037036870039,0.00765154834258936,0.2146010071693677,0.1861,0.0258,2334,126
AAPL,18,max_depth,500,9,10,0.012564877009605463,0.0076840678842492105,0.21910211297805182,0.2404,0.0268,2334,126
AAPL,18,max_depth,500,12,10,0.012585519176866039,0.007685493263818179,0.2165342142780069,0.2574,0.0254,2334,126
AAPL,18,max_depth,500,15,10,0.012600182361446664,0.007777695575699335,0.2147075441869698,0.2596,0.0252,2334,126
AAPL,18,max_depth,500,None,10,0.012679486588738402,0.007794135716921453,0.2047913394677372,0.2719,0.0276,2334,126
AAPL,18,min_samples_leaf,500,12,5,0.012797506057076174,0.00809662132054004,0.18991899008037894,0.2966,0.0247,2334,126
AAPL,18,min_samples_leaf,500,12,10,0.012585519176866039,0.007685493263818179,0.216534214278007,0.2452,0.0252,2334,126
AAPL,18,min_samples_leaf,500,12,20,0.012653637542526467,0.007632709812440371,0.20803034013917043,0.2217,0.0248,2334,126
AAPL,18,min_samples_leaf,500,12,50,0.012577027850249544,0.0072561012524905285,0.21759105103497334,0.1924,0.0369,2334,126
AAPL,19,n_estimators,100,12,10,0.012655965220845654,0.007924109434080576,0.2347346818057735,0.0631,0.0129,2397,126
AAPL,19,n_estimators,250,12,10,0.012726671634030892,0.007954759523468125,0.22616001941946007,0.13,0.0252,2397,126
AAPL,19,n_estimators,500,12,10,0.01262476210652773,0.00786350681914792,0.2385035330201708,0.2531,0.0354,2397,126
AAPL,19,n_estimators,1000,12,10,0.012635016955445314,0.007851231567755353,0.2372659330216309,0.504,0.0512,2397,126
AAPL,19,max_depth,500,6,10,0.012654401071548277,0.007792056060042588,0.23492382822344993,0.1842,0.0267,2397,126
AAPL,19,max_depth,500,9,10,0.012528032124026221,0.00782526852287104,0.2501278871846958,0.2085,0.0265,2397,126
AAPL,19,max_depth,500,12,10,0.012624762106527734,0.00786350681914792,0.23850353302017058,0.2614,0.0247,2397,126
AAPL,19,max_depth,500,15,10,0.01272180399068932,0.007908681818961361,0.2267518562777946,0.2686,0.0236,2397,126
AAPL,19,max_depth,500,None,10,0.01276472936435695,0.007965664391226989,0.22152493044315413,0.2737,0.026,2397,126
AAPL,19,min_samples_leaf,500,12,5,0.01284523301441619,0.008300023124959663,0.211674708897577,0.303,0.0251,2397,126
AAPL,19,min_samples_leaf,500,12,10,0.01262476210652773,0.00786350681914792,0.2385035330201708,0.2789,0.0265,2397,126
AAPL,19,min_samples_leaf,500,12,20,0.012630815493967587,0.007673068553424299,0.23777310527263817,0.2279,0.0248,2397,126
AAPL,19,min_samples_leaf,500,12,50,0.01271831161960098,0.007428421312169655,0.22717633991215247,0.1825,0.0266,2397,126
AAPL,20,n_estimators,100,12,10,0.005612429039063707,0.004846170401029106,-0.021967747205101196,0.0616,0.013,2460,126
AAPL,20,n_estimators,250,12,10,0.005593425358835279,0.004830632041084008,-0.015058700109640943,0.1531,0.0139,2460,126
AAPL,20,n_estimators,500,12,10,0.0056247377748485095,0.004863407012175128,-0.026455260426638816,0.275,0.0251,2460,126
AAPL,20,n_estimators,1000,12,10,0.005621161043202467,0.004852727850191072,-0.025150243956338025,0.5108,0.0512,2460,126
AAPL,20,max_depth,500,6,10,0.005627547839141755,0.004835803025328755,-0.02748113075227554,0.2011,0.0255,2460,126
AAPL,20,max_depth,500,9,10,0.005630683249538849,0.004852095179557797,-0.028626380004305396,0.228,0.0266,2460,126
AAPL,20,max_depth,500,12,10,0.0056247377748485095,0.004863407012175129,-0.026455260426638816,0.2534,0.0266,2460,126
AAPL,20,max_depth,500,15,10,0.005648785204707167,0.004870781514150404,-0.03525082628722709,0.2717,0.0264,2460,126
AAPL,20,max_depth,500,None,10,0.005620406857661882,0.004853188928662679,-0.024875175649857084,0.2863,0.0252,2460,126
AAPL,20,min_samples_leaf,500,12,5,0.005671622658362696,0.004916136163512605,-0.04363857125670867,0.2995,0.0262,2460,126
AAPL,20,min_samples_leaf,500,12,10,0.0056247377748485095,0.004863407012175129,-0.026455260426638816,0.257,0.0261,2460,126
AAPL,20,min_samples_leaf,500,12,20,0.005626200995515698,0.0048399012223730225,-0.026989374537347732,0.23,0.0261,2460,126
AAPL,20,min_samples_leaf,500,12,50,0.00561443630924206,0.004822151787870094,-0.022698885968935878,0.2031,0.0267,2460,126
AAPL,21,n_estimators,100,12,10,0.005863264991864333,0.0050975186015749085,0.005799736536485356,0.0635,0.0115,2523,126
AAPL,21,n_estimators,250,12,10,0.005880717894381313,0.005115347809206612,-0.00012784997584835978,0.1393,0.0124,2523,126
AAPL,21,n_estimators,500,12,10,0.005898761812619725,0.005135827030081542,-0.0062746882581696806,0.2618,0.0255,2523,126
AAPL,21,n_estimators,1000,12,10,0.005889335662308415,0.005126749894943579,-0.003061228188982801,0.5392,0.0508,2523,126
AAPL,21,max_depth,500,6,10,0.005844099467757747,0.0050834476125875,0.012288690113024359,0.1817,0.0261,2523,126
AAPL,21,max_depth,500,9,10,0.005874336963917208,0.005108770318495151,0.002041369528425263,0.2186,0.0266,2523,126
AAPL,21,max_depth,500,12,10,0.005898761812619724,0.005135827030081542,-0.0062746882581694585,0.2677,0.0275,2523,126
AAPL,21,max_depth,500,15,10,0.005920377801546391,0.005157414875521993,-0.013663180140838893,0.2834,0.0264,2523,126
AAPL,21,max_depth,500,None,10,0.005906689751108422,0.0051496960863804805,-0.008981373182950003,0.2911,0.0263,2523,126
AAPL,21,min_samples_leaf,500,12,5,0.00588321334503454,0.005121011268389964,-0.0009768276940504972,0.3267,0.025,2523,126
AAPL,21,min_samples_leaf,500,12,10,0.005898761812619725,0.005135827030081542,-0.0062746882581696806,0.2675,0.0251,2523,126
AAPL,21,min_samples_leaf,500,12,20,0.0058839872770591085,0.005124879564709033,-0.00124020042325923,0.2353,0.0255,2523,126
AAPL,21,min_samples_leaf,500,12,50,0.005851234336663228,0.005082140154177022,0.009875489381882097,0.1954,0.0264,2523,126
TSLA,0,n_estimators,100,12,10,0.027999687404377697,0.020403366971797333,-0.57603922414812,0.0468,0.0138,1200,126
TSLA,0,n_estimators,250,12,10,0.02786566635669283,0.020328998343653346,-0.5609878476922256,0.0944,0.0137,1200,126
TSLA,0,n_estimators,500,12,10,0.027899131303179586,0.02036839859409464,-0.5647393992721093,0.1737,0.0245,1200,126
TSLA,0,n_estimators,1000,12,10,0.02783137132584335,0.020302153717549197,-0.5571479119980807,0.3448,0.0518,1200,126
TSLA,0,max_depth,500,6,10,0.027546189173708723,0.02007892282220664,-0.5253998793190908,0.1637,0.0266,1200,126
TSLA,0,max_depth,500,9,10,0.027987868236257048,0.020447861221913024,-0.574708956363944,0.1857,0.0267,1200,126
TSLA,0,max_depth,500,12,10,0.027899131303179586,0.02036839859409464,-0.5647393992721093,0.1819,0.0249,1200,126
TSLA,0,max_depth,500,15,10,0.027825204951339017,0.020305050722416385,-0.5564579788031143,0.1815,0.0266,1200,126
TSLA,0,max_depth,500,None,10,0.027846537875544145,0.020330976252351557,-0.5588454924570898,0.1863,0.0264,1200,126
TSLA,0,min_samples_leaf,500,12,5,0.027171259677124544,0.01974375185163701,-0.484158222346565,0.1887,0.0258,1200,126
TSLA,0,min_samples_leaf,500,12,10,0.027899131303179586,0.02036839859409464,-0.5647393992721095,0.1881,0.0243,1200,126
TSLA,0,min_samples_leaf,500,12,20,0.028122443132209324,0.02053977751374084,-0.5898888031362417,0.1682,0.0265,1200,126
TSLA,0,min_samples_leaf,500,12,50,0.02793065062885117,0.020347177587279466,-0.5682769567537242,0.1511,0.0256,1200,126
TSLA,1,n_estimators,100,12,10,0.029860736600263078,0.025811462385058753,-0.9088924091084083,0.0464,0.014,1263,126
TSLA,1,n_estimators,250,12,10,0.030751180760438018,0.026833313743100967,-1.0244358056786371,0.093,0.0133,1263,126
TSLA,1,n_estimators,500,12,10,0.031776567704385424,0.02804772833114977,-1.1616948566110041,0.1785,0.0267,1263,126
TSLA,1,n_estimators,1000,12,10,0.03254400885527864,0.028939376424312165,-1.2673706285976856,0.3689,0.0484,1263,126
TSLA,1,max_depth,500,6,10,0.032001466102292,0.028298877939374037,-1.1924018931490998,0.1557,0.0266,1263,126
TSLA,1,max_depth,500,9,10,0.031769891471070004,0.02804434505989129,-1.160786611058516,0.1806,0.0244,1263,126
TSLA,1,max_depth,500,12,10,0.031776567704385424,0.02804772833114976,-1.1616948566110032,0.1847,0.0248,1263,126
TSLA,1,max_depth,500,15,10,0.03171783002728193,0.027978017849775723,-1.1537106348068629,0.1865,0.0248,1263,126
TSLA,1,max_depth,500,None,10,0.0319504259624615,0.028248272036136404,-1.1854140094046839,0.185,0.0253,1263,126
TSLA,1,min_samples_leaf,500,12,5,0.03938689983894278,0.03636894251252524,-2.3211157708970482,0.1809,0.0255,1263,126
TSLA,1,min_samples_leaf,500,12,10,0.031776567704385424,0.02804772833114976,-1.1616948566110041,0.1744,0.0256,1263,126
TSLA,1,min_samples_leaf,500,12,20,0.022279808583765232,0.01671717567563053,-0.06268200934591395,0.1728,0.0247,1263,126
TSLA,1,min_samples_leaf,500,12,50,0.025315454307730974,0.017533958087219623,-0.3719929155503743,0.1448,0.0266,1263,126
TSLA,2,n_estimators,100,12,10,0.023801821119109917,0.020886082077336606,-1.3368614331635706,0.0467,0.0139,1326,126
TSLA,2,n_estimators,250,12,10,0.023317758671285348,0.020348756335180157,-1.2427775164767607,0.0947,0.0126,1326,126
TSLA,2,n_estimators,500,12,10,0.02316007553335445,0.02017972242015599,-1.212547128317412,0.1831,0.0275,1326,126
TSLA,2,n_estimators,1000,12,10,0.023650134775419183,0.02070073665208091,-1.3071712287026402,0.404,0.0512,1326,126
TSLA,2,max_depth,500,6,10,0.023895061385006484,0.020991878552285206,-1.3552059418546678,0.165,0.0249,1326,126
TSLA,2,max_depth,500,9,10,0.023733212149122145,0.020820075428837716,-1.3234088003357978,0.1866,0.0243,1326,126
TSLA,2,max_depth,500,12,10,0.02316007553335445,0.02017972242015599,-1.212547128317412,0.1943,0.0261,1326,126
TSLA,2,max_depth,500,15,10,0.0241552845352342,0.021205886924998554,-1.4067828181404116,0.1898,0.0274,1326,126
TSLA,2,max_depth,500,None,10,0.023946792588397478,0.021012312857851507,-1.3654147059831767,0.1913,0.027,1326,126
TSLA,2,min_samples_leaf,500,12,5,0.02586898244631679,0.023006437419626758,-1.7603953014086664,0.1925,0.0273,1326,126
TSLA,2,min_samples_leaf,500,12,10,0.023160075533354443,0.020179722420155984,-1.2125471283174112,0.1877,0.0247,1326,126
TSLA,2,min_samples_leaf,500,12,20,0.024276790335345744,0.02149533318023851,-1.4310568921552487,0.1762,0.025,1326,126
TSLA,2,min_samples_leaf,500,12,50,0.025901655786179076,0.023276636285331165,-1.7673726373956975,0.1543,0.0265,1326,126
TSLA,3,n_estimators,100,12,10,0.020721584243168632,0.01845668758858808,-0.7627852002215012,0.0462,0.0138,1389,126
TSLA,3,n_estimators,250,12,10,0.021207678828522963,0.019015623611687325,-0.846459386397582,0.0963,0.0137,1389,126
TSLA,3,n_estimators,500,12,10,0.021162832031089273,0.018993509487370278,-0.8386584161892217,0.1908,0.0246,1389,126
TSLA,3,n_estimators,1000,12,10,0.021352331569555374,0.019221637286679565,-0.8717338459044977,0.3605,0.0394,1389,126
TSLA,3,max_depth,500,6,10,0.02105314617194151,0.018912382814561386,-0.8196484658494563,0.1668,0.0265,1389,126
TSLA,3,max_depth,500,9,10,0.02093932111149202,0.01872174089045283,-0.8000255850268014,0.1702,0.0262,1389,126
TSLA,3,max_depth,500,12,10,0.02116283203108927,0.018993509487370278,-0.8386584161892212,0.1828,0.0255,1389,126
TSLA,3,max_depth,500,15,10,0.021272014761961267,0.01914904775144024,-0.8576792729586047,0.1831,0.0243,1389,126
TSLA,3,max_depth,500,None,10,0.02147163768427394,0.019374832684333525,-0.8927089007692537,0.1799,0.0257,1389,126
TSLA,3,min_samples_leaf,500,12,5,0.022280217333494324,0.020257095020954803,-1.0379443933035692,0.2017,0.0358,1389,126
TSLA,3,min_samples_leaf,500,12,10,0.02116283203108927,0.01899350948737027,-0.8386584161892208,0.1866,0.0245,1389,126
TSLA,3,min_samples_leaf,500,12,20,0.020756704980661744,0.018642253895342454,-0.7687657064446107,0.1889,0.0269,1389,126
TSLA,3,min_samples_leaf,500,12,50,0.019887335784446066,0.017500651757863507,-0.6237033892824599,0.1707,0.0254,1389,126
TSLA,4,n_estimators,100,12,10,0.01821868021631334,0.016758731107996583,-1.9313645694417256,0.0475,0.0139,1452,126
TSLA,4,n_estimators,250,12,10,0.019475422878148504,0.01809402677721281,-2.349729989257775,0.0987,0.0123,1452,126
TSLA,4,n_estimators,500,12,10,0.01938254471865131,0.0179654288392601,-2.317856494000954,0.1907,0.0262,1452,126
TSLA,4,n_estimators,1000,12,10,0.01928850678821714,0.01784066484327295,-2.2857402275528815,0.3678,0.0524,1452,126
TSLA,4,max_depth,500,6,10,0.01915379178925419,0.017713965758329023,-2.2400038980477635,0.1802,0.0256,1452,126
TSLA,4,max_depth,500,9,10,0.01838107784909812,0.016901855184586034,-1.983856665807687,0.2054,0.0269,1452,126
TSLA,4,max_depth,500,12,10,0.019382544718651314,0.017965428839260104,-2.3178564940009547,0.1908,0.0264,1452,126
TSLA,4,max_depth,500,15,10,0.019104199425656734,0.017689733281851035,-2.223247796678722,0.2008,0.0266,1452,126
TSLA,4,max_depth,500,None,10,0.019273022389351864,0.017833383940725953,-2.280466901728096,0.2028,0.0367,1452,126
TSLA,4,min_samples_leaf,500,12,5,0.02088948146956797,0.019387072392252624,-2.853819128967632,0.2133,0.0272,1452,126
TSLA,4,min_samples_leaf,500,12,10,0.01938254471865131,0.017965428839260104,-2.317856494000954,0.2023,0.0256,1452,126
TSLA,4,min_samples_leaf,500,12,20,0.01809977417102793,0.01667370844432975,-1.8932257451036483,0.1954,0.0271,1452,126
TSLA,4,min_samples_leaf,500,12,50,0.019150576323183916,0.017660518411547258,-2.23891615017634,0.1634,0.0268,1452,126
TSLA,5,n_estimators,100,12,10,0.01835114603545744,0.015241945700011035,-0.2998207179424621,0.0452,0.0124,1515,126
TSLA,5,n_estimators,250,12,10,0.017882614912704778,0.014770647558756978,-0.23429543093780203,0.1006,0.014,1515,126
TSLA,5,n_estimators,500,12,10,0.017827627189803033,0.014735734431455826,-0.2267163664488112,0.1902,0.0264,1515,126
TSLA,5,n_estimators,1000,12,10,0.017774658161541185,0.014695209558800491,-0.21943761390636207,0.3705,0.0647,1515,126
TSLA,5,max_depth,500,6,10,0.017333119426940043,0.014336397854855467,-0.15960620641224854,0.1756,0.0246,1515,126
TSLA,5,max_depth,500,9,10,0.017996094407751528,0.014872732772357322,-0.250010318520659,0.1819,0.0361,1515,126
TSLA,5,max_depth,500,12,10,0.01782762718980303,0.014735734431455825,-0.226716366448811,0.1829,0.0268,1515,126
TSLA,5,max_depth,500,15,10,0.018023956313678036,0.014922016244954503,-0.25388389570385095,0.1878,0.0265,1515,126
TSLA,5,max_depth,500,None,10,0.01791788098022904,0.014851235156871758,-0.23916850654292832,0.1955,0.0396,1515,126
TSLA,5,min_samples_leaf,500,12,5,0.019324373928244494,0.01585929569291112,-0.4413449720043192,0.2095,0.0272,1515,126
TSLA,5,min_samples_leaf,500,12,10,0.017827627189803033,0.014735734431455825,-0.2267163664488112,0.1869,0.0263,1515,126
TSLA,5,min_samples_leaf,500,12,20,0.016749265147313404,0.013919943814220667,-0.08280084928322262,0.19,0.0266,1515,126
TSLA,5,min_samples_leaf,500,12,50,0.016084738716980223,0.01318555551501098,0.0014148727058862498,0.1877,0.0268,1515,126
TSLA,6,n_estimators,100,12,10,0.0132698578683656,0.009479728429108162,-0.07683738905320614,0.0487,0.0137,1578,126
TSLA,6,n_estimators,250,12,10,0.01317882799766341,0.009466324874549865,-0.06211407390083479,0.0959,0.0265,1578,126
TSLA,6,n_estimators,500,12,10,0.013073738120532608,0.009395965273010438,-0.04524270859215673,0.1839,0.0249,1578,126
TSLA,6,n_estimators,1000,12,10,0.013060718888080584,0.009380142083964257,-0.043161975154678345,0.383,0.0516,1578,126
TSLA,6,max_depth,500,6,10,0.012934016863703896,0.009362588645600179,-0.02302071937311756,0.1722,0.0256,1578,126
TSLA,6,max_depth,500,9,10,0.013154136633702719,0.009441220784937377,-0.058137927003020895,0.1834,0.0254,1578,126
TSLA,6,max_depth,500,12,10,0.013073738120532608,0.009395965273010438,-0.04524270859215673,0.1945,0.028,1578,126
TSLA,6,max_depth,500,15,10,0.013130075432428636,0.009431044246017855,-0.054270431187777746,0.2021,0.0262,1578,126
TSLA,6,max_depth,500,None,10,0.01317373497196742,0.009466924526275428,-0.06129331365854451,0.2055,0.0255,1578,126
TSLA,6,min_samples_leaf,500,12,5,0.013527945010066952,0.009673981705475915,-0.11913181550655239,0.2154,0.0398,1578,126
TSLA,6,min_samples_leaf,500,12,10,0.013073738120532606,0.009395965273010438,-0.04524270859215651,0.1967,0.0255,1578,126
TSLA,6,min_samples_leaf,500,12,20,0.01299924342969965,0.009433843415192156,-0.033364974366881794,0.1792,0.0267,1578,126
TSLA,6,min_samples_leaf,500,12,50,0.012996617326070123,0.009696466683736282,-0.03294749631723337,0.1719,0.0266,1578,126
TSLA,7,n_estimators,100,12,10,0.011765261961044694,0.008982447703211152,0.06303399000007082,0.0493,0.0139,1641,126
TSLA,7,n_estimators,250,12,10,0.01169736239262675,0.009053650543030199,0.07381760153889971,0.1007,0.0255,1641,126
TSLA,7,n_estimators,500,12,10,0.011763075664885882,0.009093188113380212,0.06338218366784953,0.1948,0.0376,1641,126
TSLA,7,n_estimators,1000,12,10,0.011808221537148663,0.009108229691095772,0.056179038527866654,0.3863,0.0649,1641,126
TSLA,7,max_depth,500,6,10,0.011533527369230407,0.008979529116811725,0.09958041120197791,0.1707,0.0237,1641,126
TSLA,7,max_depth,500,9,10,0.011823415910517474,0.009082651610539127,0.05374852947685238,0.1894,0.0269,1641,126
TSLA,7,max_depth,500,12,10,0.01176307566488588,0.009093188113380212,0.06338218366784965,0.197,0.0381,1641,126
TSLA,7,max_depth,500,15,10,0.011757338731561647,0.009001442225349914,0.06429555085419514,0.2034,0.0395,1641,126
TSLA,7,max_depth,500,None,10,0.011807948473974922,0.009051918856993817,0.05622268943100639,0.1996,0.0365,1641,126
TSLA,7,min_samples_leaf,500,12,5,0.012471078628024669,0.009421726214580758,-0.052758285849215936,0.2305,0.0267,1641,126
TSLA,7,min_samples_leaf,500,12,10,0.011763075664885884,0.009093188113380212,0.06338218366784931,0.205,0.0262,1641,126
TSLA,7,min_samples_leaf,500,12,20,0.011730977335964572,0.00916376400575736,0.06848677525913549,0.1845,0.037,1641,126
TSLA,7,min_samples_leaf,500,12,50,0.012529274134911677,0.009974457748874533,-0.06260647146637699,0.1922,0.0255,1641,126
TSLA,8,n_estimators,100,12,10,0.013352157006682486,0.011020021802368057,0.06508599195439224,0.0414,0.0138,1704,126
TSLA,8,n_estimators,250,12,10,0.013590447722304956,0.011234051715909113,0.031418132378532304,0.1023,0.0136,1704,126
TSLA,8,n_estimators,500,12,10,0.01366821845129837,0.011314633782949095,0.020301081920519715,0.1913,0.0396,1704,126
TSLA,8,n_estimators,1000,12,10,0.013651255232016782,0.011319711057642578,0.02273132329511296,0.3878,0.0635,1704,126
TSLA,8,max_depth,500,6,10,0.013349430628226773,0.011180312809970068,0.06546775336943722,0.1768,0.0266,1704,126
TSLA,8,max_depth,500,9,10,0.013450593712756037,0.011150561627495054,0.05125016104204605,0.211,0.038,1704,126
TSLA,8,max_depth,500,12,10,0.013668218451298368,0.011314633782949095,0.020301081920519826,0.1967,0.0266,1704,126
TSLA,8,max_depth,500,15,10,0.013607299170896037,0.011361170670613875,0.02901466089583038,0.2073,0.0387,1704,126
TSLA,8,max_depth,500,None,10,0.013646805597984571,0.011345876799738372,0.023368301974740824,0.2157,0.0275,1704,126
TSLA,8,min_samples_leaf,500,12,5,0.01600174916765728,0.013160240938629716,-0.3427764713648649,0.2318,0.0396,1704,126
TSLA,8,min_samples_leaf,500,12,10,0.013668218451298368,0.011314633782949095,0.020301081920520048,0.2042,0.0378,1704,126
TSLA,8,min_samples_leaf,500,12,20,0.012768729993233469,0.010625161001501631,0.14500374410769812,0.1876,0.0382,1704,126
TSLA,8,min_samples_leaf,500,12,50,0.012819776928164286,0.010585237719501959,0.1381538568734484,0.1841,0.0255,1704,126
TSLA,9,n_estimators,100,12,10,0.01485161264809429,0.012025050453839392,0.10830932284650485,0.0494,0.0139,1767,126
TSLA,9,n_estimators,250,12,10,0.015124218862608512,0.012340468552044938,0.07527434729309113,0.1107,0.0135,1767,126
TSLA,9,n_estimators,500,12,10,0.015279042167616927,0.012497866593528032,0.05624501714387298,0.2065,0.0265,1767,126
TSLA,9,n_estimators,1000,12,10,0.01517001227459005,0.012418560304219518,0.06966606408575993,0.3987,0.0639,1767,126
TSLA,9,max_depth,500,6,10,0.015152227588338979,0.012368013867741915,0.07184615440063669,0.1819,0.0261,1767,126
TSLA,9,max_depth,500,9,10,0.015114409060239675,0.012346826598618079,0.07647354099207737,0.1938,0.0385,1767,126
TSLA,9,max_depth,500,12,10,0.015279042167616927,0.012497866593528032,0.05624501714387298,0.2005,0.0383,1767,126
TSLA,9,max_depth,500,15,10,0.015083994277233698,0.012254568720358513,0.08018663292736539,0.2146,0.0397,1767,126
TSLA,9,max_depth,500,None,10,0.015135271996328824,0.012326349878286376,0.07392223102149209,0.215,0.0374,1767,126
TSLA,9,min_samples_leaf,500,12,5,0.01614436910859584,0.013460144209552006,-0.05368101534831582,0.2299,0.0388,1767,126
TSLA,9,min_samples_leaf,500,12,10,0.015279042167616925,0.012497866593528032,0.0562450171438732,0.2022,0.0397,1767,126
TSLA,9,min_samples_leaf,500,12,20,0.014852637117570636,0.011902973199368911,0.10818630032903842,0.1898,0.0252,1767,126
TSLA,9,min_samples_leaf,500,12,50,0.014903870890401388,0.011685247234682847,0.10202311394819241,0.1722,0.0265,1767,126
TSLA,10,n_estimators,100,12,10,0.01466432679929777,0.012051331462859971,-0.03634082249859705,0.0468,0.0139,1830,126
TSLA,10,n_estimators,250,12,10,0.01450193261821068,0.011896385539281969,-0.0135148367023461,0.1032,0.0139,1830,126
TSLA,10,n_estimators,500,12,10,0.014346562363983696,0.01174998797828716,0.008085940739654629,0.2133,0.0379,1830,126
TSLA,10,n_estimators,1000,12,10,0.014210849280447593,0.01157431897575096,0.026763447611177327,0.4411,0.0629,1830,126
TSLA,10,max_depth,500,6,10,0.014335569199652343,0.011630391022154666,0.009605481970126117,0.1813,0.0269,1830,126
TSLA,10,max_depth,500,9,10,0.014301889831078383,0.011644497117423576,0.014253595920801998,0.1914,0.026,1830,126
TSLA,10,max_depth,500,12,10,0.014346562363983694,0.011749987978287158,0.008085940739654962,0.2034,0.0393,1830,126
TSLA,10,max_depth,500,15,10,0.014161984651155547,0.011533553553712366,0.033444973713092296,0.2139,0.0404,1830,126
TSLA,10,max_depth,500,None,10,0.014047633026169985,0.011378957678114917,0.048990945872327774,0.228,0.0389,1830,126
TSLA,10,min_samples_leaf,500,12,5,0.014881596380961856,0.012357771441294418,-0.06727758315212418,0.2407,0.039,1830,126
TSLA,10,min_samples_leaf,500,12,10,0.014346562363983696,0.011749987978287158,0.008085940739654629,0.2143,0.0362,1830,126
TSLA,10,min_samples_leaf,500,12,20,0.013824551798510552,0.010959382235665251,0.07895581490827996,0.1907,0.0404,1830,126
TSLA,10,min_samples_leaf,500,12,50,0.013914735939378104,0.010765089152194731,0.06689979871250207,0.1772,0.0262,1830,126
TSLA,11,n_estimators,100,12,10,0.01208008236355375,0.010588085394069005,-0.23610538826398386,0.0475,0.0138,1893,126
TSLA,11,n_estimators,250,12,10,0.012105299790852375,0.010599589682048792,-0.24127156715230225,0.1162,0.0253,1893,126
TSLA,11,n_estimators,500,12,10,0.011894910259512658,0.010410188535648799,-0.19850002811140177,0.2222,0.0386,1893,126
TSLA,11,n_estimators,1000,12,10,0.011953181714201526,0.0104594569207576,-0.21027134921385837,0.4167,0.0649,1893,126
TSLA,11,max_depth,500,6,10,0.012117519301625745,0.010669768985626068,-0.24377879736841002,0.187,0.027,1893,126
TSLA,11,max_depth,500,9,10,0.011968712663026855,0.010516102168922752,-0.2134184399604444,0.1947,0.0272,1893,126
TSLA,11,max_depth,500,12,10,0.01189491025951266,0.010410188535648802,-0.198500028111402,0.2267,0.0395,1893,126
TSLA,11,max_depth,500,15,10,0.011875677423543462,0.01041862185745512,-0.194627460976458,0.2256,0.0393,1893,126
TSLA,11,max_depth,500,None,10,0.011896115873933102,0.01039596800156725,-0.19874298953120295,0.2274,0.0397,1893,126
TSLA,11,min_samples_leaf,500,12,5,0.012820606896918909,0.011217096352149116,-0.39230017290560726,0.2649,0.0365,1893,126
TSLA,11,min_samples_leaf,500,12,10,0.01189491025951266,0.010410188535648799,-0.198500028111402,0.2148,0.0401,1893,126
TSLA,11,min_samples_leaf,500,12,20,0.01183727719118549,0.010415888797117735,-0.18691424963502135,0.1922,0.0395,1893,126
TSLA,11,min_samples_leaf,500,12,50,0.011744982958625482,0.010309847485342066,-0.1684778676488432,0.1866,0.0268,1893,126
TSLA,12,n_estimators,100,12,10,0.012047786623573937,0.01061501408849206,-0.23390614142320154,0.0601,0.0141,1956,126
TSLA,12,n_estimators,250,12,10,0.011934982068924299,0.010523328252774095,-0.2109079573587367,0.1164,0.0246,1956,126
TSLA,12,n_estimators,500,12,10,0.011906128861543158,0.010500196279928091,-0.2050602157137622,0.2175,0.0382,1956,126
