symbol,fold,method,ece,brier,log_loss,auc,n_test
TSLA,20,platt,0.1341048161197153,0.2726252287667278,0.7398605148818859,0.4515636918382914,126
TSLA,20,isotonic,0.18850606897115593,0.2833317329667219,0.7626760324131647,0.4966946351385711,126
TSLA,21,no_cal,0.4363653912970326,0.437920437244117,1.371873055403912,0.5209183673469387,126
TSLA,21,platt,0.2622722928525476,0.3155286972410762,0.8411862268351474,0.5209183673469387,126
TSLA,21,isotonic,0.41612180556064665,0.4350931080472388,4.7991837938921735,0.525765306122449,126
^GSPC,0,no_cal,0.31218386549589944,0.32018879916234283,1.2517918045671739,0.49537685626225836,126
^GSPC,0,platt,0.06570450270941805,0.22999419572951368,0.6524017395724024,0.5046231437377418,126
^GSPC,0,isotonic,0.007936507936508463,0.224867724867725,0.6420132420195869,0.5,126
^GSPC,1,no_cal,0.29047477871070354,0.3200717127867287,1.1262918654243415,0.44429347826086957,126
^GSPC,1,platt,0.03078625881903182,0.23341737582066063,0.6596945924362938,0.44429347826086957,126
^GSPC,1,isotonic,0.17782136257491024,0.29816986427008624,1.4592613427487129,0.42581521739130435,126
^GSPC,2,no_cal,0.4875973714230892,0.4751669040586543,1.3807356153268193,0.5418478260869565,126
^GSPC,2,platt,0.03419969281425639,0.22989841354435667,0.6524261714845383,0.5418478260869565,126
^GSPC,2,isotonic,0.04330018457036343,0.2371774126835732,0.6674520711248061,0.5008152173913043,126
^GSPC,3,no_cal,0.40613343095089954,0.38261474078953805,1.0761854205088086,0.6051649928263988,126
^GSPC,3,platt,0.08896787668053446,0.21922973376304072,0.6303603342331019,0.6051649928263988,126
^GSPC,3,isotonic,0.14697523559936873,0.24953563881670748,1.449947286942245,0.5835007173601148,126
^GSPC,4,no_cal,0.5218210024081233,0.4978584629380317,1.4971945813793437,0.5184202770409667,126
^GSPC,4,platt,0.05826429287816644,0.21817572832328302,0.6278055557303371,0.5184202770409667,126
^GSPC,4,isotonic,0.06465717858411711,0.23331148765181883,0.8804395800712302,0.5151783082817565,126
^GSPC,5,no_cal,0.14746013009833983,0.23369674018081887,0.6568794262589085,0.6615111561866125,126
^GSPC,5,platt,0.1588615478323193,0.24871734091047454,0.6899875885869775,0.6615111561866125,126
^GSPC,5,isotonic,0.13310399554310753,0.2347644774644596,0.653045057748994,0.6552991886409736,126
^GSPC,6,no_cal,0.11134103459439308,0.23969116667097687,0.6844756981712097,0.6728395061728395,126
^GSPC,6,platt,0.281855733903231,0.31008800724604285,0.8256232027711736,0.6728395061728395,126
^GSPC,6,isotonic,0.3009641636653601,0.3246401937862581,1.2910388809541284,0.6282150205761317,126
^GSPC,7,no_cal,0.27826198936332525,0.3379058488053255,0.947045009714759,0.4413619167717528,126
^GSPC,7,platt,0.16172990426004866,0.2786898210119534,0.7540525390690035,0.4413619167717528,126
^GSPC,7,isotonic,0.21342653512259882,0.2925751340987889,0.7837084691288541,0.44905422446406057,126
^GSPC,8,no_cal,0.3123181443956698,0.3656041256876172,1.0405778145475622,0.45145018915510715,126
^GSPC,8,platt,0.1928283587727131,0.29420509580490706,0.7910611352893323,0.45145018915510715,126
^GSPC,8,isotonic,0.31113641196150177,0.3618677721543295,2.1469865439098457,0.45334174022698615,126
