symbol,model,threshold,fee_bps,n_days,total_return,sharpe,max_drawdown,avg_pos
AAPL,HYBRID_SOFTVOTE,0.55,0.0,818,0.5331966139493951,1.1315765887355846,-0.08130534296975056,0.10757946210268948
TSLA,LOGREG,0.55,0.0,818,0.6186993152113636,0.9058178742581332,-0.1430476775952636,0.07823960880195599
^GSPC,HGB,0.55,0.0,818,0.40268286314843493,1.4064680846565167,-0.07547049289741814,0.2506112469437653
^IXIC,EXTRATREES,0.55,0.0,818,0.2992084857552817,0.8978489803560958,-0.09270118009298711,0.17237163814180928
